kin	ACAD11	2272	synonymous	[22,3,1,1,16,41,3,1]
emp	ACAD11	2272	missense	[3,2,1,4,4,4,1,4,2,10,5,3,1,3,3]
kin	ACAD11	2272	missense	[2,4,9,1,26,6,18,1,18,1,2,21,18,21]
emp	ACAD8	1183	synonymous	[3,45,2,2,2,3,3,1,2]
kin	ACAD8	1183	synonymous	[26,1]
emp	ACAD8	1183	missense	[18,1,3,1,5,2,7,10]
kin	ACAD8	1183	missense	[42,8]
emp	ACAD9	1526	synonymous	[13,37]
kin	ACAD9	1526	synonymous	[8]
emp	ACAD9	1526	missense	[10]
kin	ACAD9	1526	missense	[1,1,1]
emp	ACADL	1471	synonymous	[43,4,3]
kin	ACADL	1471	synonymous	[2,1]
emp	ACADL	1471	missense	[1]
kin	ACADL	1471	missense	[1]
emp	ACADS	1302	synonymous	[15,9,2,3,2,1]
kin	ACADS	1302	synonymous	[2,1,3,1,1,36]
emp	ACADS	1302	missense	[10]
kin	ACADS	1302	missense	[1]
emp	ACADSB	1271	synonymous	[2,1,1,1]
kin	ACADSB	1271	synonymous	[1,2,14]
emp	ACADSB	1271	missense	[1,1]
kin	ACADSB	1271	missense	[1,1]
emp	ACAN	6358	synonymous	[7,25,7,1,8,2,5,2,21,5,2,8,22,4,1,6,1,23,3,1,1,2,4]
kin	ACAN	6358	synonymous	[5,1,3,1,3,1,1,1,1,1,2,1,27,1,17,1,1,9,3]
emp	ACAN	6358	missense	[3,1,1,3,4,7,3,2,2,4,2,3,3,1]
kin	ACAN	6358	missense	[9,1,2,1,46,1,13,29,1,2,1,2,4,3,1,6]
emp	ACAP2	2466	synonymous	[1,2,1,1,4,5,32,5,6,2,3,19,5]
kin	ACAP2	2466	synonymous	[2,1,11,11]
emp	ACAP2	2466	missense	[2,40,5,2,1]
kin	ACAP2	2466	missense	[1,1,1]
emp	ACAP3	2591	synonymous	[1,3,30,5,4,3,4,5,1,2,4,1,1]
kin	ACAP3	2591	synonymous	[3,1,41]
emp	ACAP3	2591	missense	[1,4,1,2,1]
kin	ACAP3	2591	missense	[1,1]
emp	ACAT1	1005	synonymous	[]
kin	ACAT1	1005	synonymous	[3]
emp	ACAT1	1005	missense	[4]
kin	ACAT1	1005	missense	[11]
emp	ACAT2	1045	synonymous	[1,1]
kin	ACAT2	1045	synonymous	[46,1]
emp	ACAT2	1045	missense	[2]
kin	ACAT2	1045	missense	[1]
emp	ACBD3	1846	synonymous	[2,2,2,2,23,2,3,6,2]
